year,crop,crop_hu,area_kha,area_ha,yield_kg_ha,yield_t_ha,production_t,population,food_need_kg_per_capita,food_need_t,required_area_ha,self_sufficiency_ratio,supported_population,avg_temp_c,precip_mm,sunshine_hours,water_need_mid_mm,water_balance_mm,risk_level
2023,maize,Kukorica,771.0,771000.0,8150.0,8.15,6278912.0,9599744.0,80,767979.52,94230.616,8.176,78486400.0,12.23,784.47,2370.42,650,134.47,low
2023,oats,Zab,22.0,22000.0,2750.0,2.75,60583.0,9599744.0,5,47998.72,17454.08,1.262,12116600.0,12.23,784.47,2370.42,500,284.47,medium
2023,potato,Burgonya,8.0,8000.0,23960.0,23.96,209954.0,9599744.0,55,527985.92,22036.14,0.398,3817345.455,12.23,784.47,2370.42,550,234.47,high
2023,rapeseed,Repcemag,189.0,189000.0,3320.0,3.32,626410.0,9599744.0,5,47998.72,14457.446,13.051,125282000.0,12.23,784.47,2370.42,550,234.47,low
2023,rye,Rozs,29.0,29000.0,3200.0,3.2,94136.0,9599744.0,5,47998.72,14999.6,1.961,18827200.0,12.23,784.47,2370.42,500,284.47,low
2023,soybean,Szójabab,58.0,58000.0,2980.0,2.98,173312.0,9599744.0,8,76797.952,25771.125,2.257,21664000.0,12.23,784.47,2370.42,600,184.47,low
2023,sugar_beet,Cukorrépa,14.0,14000.0,61330.0,61.33,875973.0,9599744.0,35,335991.04,5478.413,2.607,25027800.0,12.23,784.47,2370.42,650,134.47,low
2023,sunflower,Napraforgómag,674.0,674000.0,2920.0,2.92,1970150.0,9599744.0,10,95997.44,32875.836,20.523,197015000.0,12.23,784.47,2370.42,600,184.47,low
2023,wheat,Búza,1053.0,1053000.0,5640.0,5.64,5941993.0,9599744.0,120,1151969.28,204249.872,5.158,49516608.333,12.23,784.47,2370.42,550,234.47,low
2024,barley,Árpa összesen,285.0,285000.0,5450.0,5.45,1554565.0,9584627.0,15,143769.405,26379.707,10.813,103637666.667,12.95,512.24,2561.55,500,12.24,low
2024,maize,Kukorica,883.0,883000.0,6030.0,6.03,5328706.0,9584627.0,80,766770.16,127159.231,6.95,66608825.0,12.95,512.24,2561.55,650,-137.76,high
2024,oats,Zab,26.0,26000.0,3020.0,3.02,77133.0,9584627.0,5,47923.135,15868.588,1.61,15426600.0,12.95,512.24,2561.55,500,12.24,low
2024,potato,Burgonya,8.0,8000.0,25820.0,25.82,234350.0,9584627.0,55,527154.485,20416.518,0.445,4260909.091,12.95,512.24,2561.55,550,-37.76,high
2024,rapeseed,Repcemag,172.0,172000.0,2610.0,2.61,450364.0,9584627.0,5,47923.135,18361.354,9.398,90072800.0,12.95,512.24,2561.55,550,-37.76,medium
2024,rye,Rozs,23.0,23000.0,3130.0,3.13,70820.0,9584627.0,5,47923.135,15310.906,1.478,14164000.0,12.95,512.24,2561.55,500,12.24,medium
2024,soybean,Szójabab,112.0,112000.0,2310.0,2.31,258890.0,9584627.0,8,76677.016,33193.513,3.376,32361250.0,12.95,512.24,2561.55,600,-87.76,medium
2024,sugar_beet,Cukorrépa,16.0,16000.0,53080.0,53.08,856309.0,9584627.0,35,335461.945,6319.931,2.553,24465971.429,12.95,512.24,2561.55,650,-137.76,high
2024,sunflower,Napraforgómag,674.0,674000.0,2670.0,2.67,1798953.0,9584627.0,10,95846.27,35897.479,18.769,179895300.0,12.95,512.24,2561.55,600,-87.76,medium
2024,wheat,Búza,923.0,923000.0,5710.0,5.71,5272961.0,9584627.0,120,1150155.24,201428.238,4.585,43941341.667,12.95,512.24,2561.55,550,-37.76,medium
2025,barley,Árpa összesen,290.738,290738.0,5830.0,5.83,1695050.0,9539502.0,15,143092.53,24544.173,11.846,113003333.333,11.84,418.78,2500.07,500,-81.22,medium
2025,maize,Kukorica,737.0,737000.0,5250.0,5.25,3871396.0,9539502.0,80,763160.16,145363.84,5.073,48392450.0,11.84,418.78,2500.07,650,-231.22,high
2025,oats,Zab,26.233,26233.0,2930.0,2.93,76865.0,9539502.0,5,47697.51,16279.014,1.612,15373000.0,11.84,418.78,2500.07,500,-81.22,medium
2025,potato,Burgonya,8.0,8000.0,24620.0,24.62,221001.0,9539502.0,55,524672.61,21310.829,0.421,4018200.0,11.84,418.78,2500.07,550,-131.22,high
2025,rapeseed,Repcemag,144.0,144000.0,3180.0,3.18,456882.0,9539502.0,5,47697.51,14999.217,9.579,91376400.0,11.84,418.78,2500.07,550,-131.22,high
2025,rye,Rozs,23.253,23253.0,3090.0,3.09,71954.0,9539502.0,5,47697.51,15436.087,1.509,14390800.0,11.84,418.78,2500.07,500,-81.22,medium
2025,soybean,Szójabab,,,,,,9539502.0,8,76316.016,,,,11.84,418.78,2500.07,600,-181.22,unknown
2025,sugar_beet,Cukorrépa,11.0,11000.0,50720.0,50.72,581223.0,9539502.0,35,333882.57,6582.858,1.741,16606371.429,11.84,418.78,2500.07,650,-231.22,high
2025,sunflower,Napraforgómag,709.0,709000.0,2430.0,2.43,1721411.0,9539502.0,10,95395.02,39257.21,18.045,172141100.0,11.84,418.78,2500.07,600,-181.22,high
2025,wheat,Búza,1051.788,1051788.0,5510.0,5.51,5790979.0,9539502.0,120,1144740.24,207756.849,5.059,48258158.333,11.84,418.78,2500.07,550,-131.22,high
